Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
soncna-ocala-hugo-boss-boss-1317-s-oglata-acetat-crna-716736415758,BOSS 1317/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">BOSS 1317/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">807</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (54-18-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">modra, zrcalna</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,sončna očala,"""stg, Hugo Boss, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, črna, srednja, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, gls-modra, zrcalna, , moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,srednja,,,E716736415758,,shopify,2,deny,manual,217,217,TRUE,TRUE,716736415758,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss BOSS 1317/S,,Hugo Boss BOSS 1317/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-hugo-boss-boss-1318-s-oglata-acetat-havana-716736415772,BOSS 1318/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">BOSS 1318/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">086</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (50-22-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">havana</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj, vzorec</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">siva, zrcalna</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,sončna očala,"""stg, Hugo Boss, sončna očala, sijaj, vzorec, progresiv, _tab1_morela-kvalitetna-zascita, havana, srednja, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, gls-siva, zrcalna, , moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,havana,velikost,srednja,,,E716736415772,,shopify,1,deny,manual,217,217,TRUE,TRUE,716736415772,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss BOSS 1318/S,,Hugo Boss BOSS 1318/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-hugo-boss-boss-1318-s-oglata-acetat-crna-716736415789,BOSS 1318/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">BOSS 1318/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">284</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (56-16-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">siva</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,sončna očala,"""stg, Hugo Boss, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, črna, široka, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, gls-siva, standardno, , moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,široka,,,E716736415789,,shopify,1,deny,manual,209,209,TRUE,TRUE,716736415789,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss BOSS 1318/S,,Hugo Boss BOSS 1318/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-hugo-boss-boss-1333-s-oglata-monel-crna-716736415833,BOSS 1333/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">BOSS 1333/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">2M2</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (52-19-140)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">tanka</b></li>
  <li><span class=""label"">Material</span><b class=""data"">monel</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">siva</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,sončna očala,"""stg, Hugo Boss, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, črna, srednja, monel, kovinska, _tab3_material-monel, oglata, tanka, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, gls-siva, standardno, , ženska, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,srednja,,,E716736415833,,shopify,1,deny,manual,199,199,TRUE,TRUE,716736415833,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss BOSS 1333/S,,Hugo Boss BOSS 1333/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-moschino-mos599-macja-acetat-havana-716736415987,MOS599,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Moschino</b></li>
  <li><span class=""label"">Model</span><b class=""data"">MOS599</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">086</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (56-16-140)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">mačja</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">havana</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj, vzorec</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Moschino,okvirji,"""stg, Moschino, okvirji, sijaj, vzorec, progresiv, _tab1_morela-kvaliteta-lec, tah, havana, široka, acetat, _tab3_material-acetat, mačja, normalna, _tab2_oblika-okvirja-macja, _tab0_velikost-ocal, ženska, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,havana,velikost,široka,,,E716736415987,,shopify,1,deny,manual,179,179,TRUE,TRUE,716736415987,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Moschino MOS599,,Moschino MOS599| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-hugo-boss-boss-1320-oglata-acetat-crna-716736416090,BOSS 1320,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">BOSS 1320</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">284</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (54-18-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,okvirji,"""stg, Hugo Boss, okvirji, sijaj, progresiv, _tab1_morela-kvaliteta-lec, tah, črna, srednja, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,srednja,,,E716736416090,,shopify,1,deny,manual,179,179,TRUE,TRUE,716736416090,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss BOSS 1320,,Hugo Boss BOSS 1320| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-hugo-boss-boss-1320-oglata-acetat-siva-716736416113,BOSS 1320,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">BOSS 1320</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">PZH</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (55-18-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">siva</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj, vzorec</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,okvirji,"""stg, Hugo Boss, okvirji, sijaj, vzorec, progresiv, _tab1_morela-kvaliteta-lec, tah, siva, široka, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,siva,velikost,široka,,,E716736416113,,shopify,2,deny,manual,179,179,TRUE,TRUE,716736416113,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss BOSS 1320,,Hugo Boss BOSS 1320| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-tommy-hilfiger-tj-0058-oglata-acetat-crna-716736416137,TJ 0058,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Tommy Hilfiger</b></li>
  <li><span class=""label"">Model</span><b class=""data"">TJ 0058</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">807</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska, moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (56-15-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Tommy Hilfiger,okvirji,"""stg, Tommy Hilfiger, okvirji, sijaj, progresiv, _tab1_morela-kvaliteta-lec, tah, črna, široka, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, ženska, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,široka,,,E716736416137,,shopify,1,deny,manual,99,99,TRUE,TRUE,716736416137,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Tommy Hilfiger TJ 0058,,Tommy Hilfiger TJ 0058| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-moschino-mos056-s-macja-acetat-bordo-716736416380,MOS056/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Moschino</b></li>
  <li><span class=""label"">Model</span><b class=""data"">MOS056/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">LHF</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (56-16-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">mačja</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">bordo</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">roza, prelivna</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Moschino,sončna očala,"""stg, Moschino, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, bordo, široka, acetat, _tab3_material-acetat, mačja, normalna, _tab2_oblika-okvirja-macja, _tab0_velikost-ocal, gls-roza, prelivna, , ženska, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,bordo,velikost,široka,,,E716736416380,,shopify,2,deny,manual,189,189,TRUE,TRUE,716736416380,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Moschino MOS056/S,,Moschino MOS056/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-tommy-hilfiger-th-1862-s-oglata-acetat-crna-716736416854,TH 1862/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Tommy Hilfiger</b></li>
  <li><span class=""label"">Model</span><b class=""data"">TH 1862/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">807</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (51-21-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">siva, prelivna</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Tommy Hilfiger,sončna očala,"""stg, Tommy Hilfiger, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, črna, srednja, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, gls-siva, prelivna, , ženska, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,srednja,,,E716736416854,,shopify,1,deny,manual,159,159,TRUE,TRUE,716736416854,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Tommy Hilfiger TH 1862/S,,Tommy Hilfiger TH 1862/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-hugo-boss-hg-1155-oglata-monel-modra-716736418223,HG 1155,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">HG 1155</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">KU0</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (53-18-140)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">tanka</b></li>
  <li><span class=""label"">Material</span><b class=""data"">monel</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">modra</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">mat</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,okvirji,"""stg, Hugo Boss, okvirji, mat, progresiv, _tab1_morela-kvaliteta-lec, tah, modra, srednja, monel, kovinska, _tab3_material-monel, oglata, tanka, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,modra,velikost,srednja,,,E716736418223,,shopify,1,deny,manual,139,139,TRUE,TRUE,716736418223,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss HG 1155,,Hugo Boss HG 1155| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-hugo-boss-hg-1155-oglata-monel-crna-716736418230,HG 1155,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">HG 1155</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">RZZ</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (53-18-140)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">tanka</b></li>
  <li><span class=""label"">Material</span><b class=""data"">monel</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">mat</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,okvirji,"""stg, Hugo Boss, okvirji, mat, progresiv, _tab1_morela-kvaliteta-lec, tah, črna, srednja, monel, kovinska, _tab3_material-monel, oglata, tanka, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,srednja,,,E716736418230,,shopify,1,deny,manual,139,139,TRUE,TRUE,716736418230,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss HG 1155,,Hugo Boss HG 1155| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-hugo-boss-hg-1153-oglata-acetat-crna-716736418261,HG 1153,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">HG 1153</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">003</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (63-13-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">mat</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,okvirji,"""stg, Hugo Boss, okvirji, mat, progresiv, _tab1_morela-kvaliteta-lec, tah, črna, široka, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,široka,,,E716736418261,,shopify,4,deny,manual,129,129,TRUE,TRUE,716736418261,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss HG 1153,,Hugo Boss HG 1153| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
